12300.00,25.24,27.00,101488.38,0.51,0.05,0.42,9.90,-1.62,-0.25,0.00,-4.75,-10.69,-29.75,-0.12,0.25,-1.62,-0.04,0.28,9.80,-0.09,0.09,-0.23,0.01,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13116.00,25.24,27.00,101491.80,0.22,-0.04,0.37,9.53,-2.38,-0.31,0.00,-9.25,-17.38,-49.69,0.06,-0.25,-0.19,-0.05,0.40,9.79,0.01,-0.03,-0.25,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13153.00,25.24,27.00,101488.38,0.51,-0.05,0.34,9.58,-2.38,-0.31,0.00,-9.56,-16.69,-49.69,0.06,-0.25,-0.19,-0.05,0.40,9.79,0.00,-0.10,-0.18,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13192.00,25.24,27.00,101485.78,0.72,-0.05,0.33,9.57,-2.38,-0.31,0.00,-9.56,-16.69,-49.69,0.12,-0.06,-0.19,-0.05,0.40,9.79,0.00,-0.08,-0.19,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13229.00,25.24,27.00,101484.02,0.87,-0.06,0.32,9.56,-2.38,-0.31,0.00,-9.56,-18.88,-51.25,0.12,-0.19,-1.06,-0.05,0.40,9.79,0.01,-0.09,-0.14,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13267.00,25.24,27.00,101483.19,0.94,-0.05,0.32,9.61,-2.31,-0.31,0.00,-9.56,-17.38,-49.25,0.06,-0.31,-0.44,-0.05,0.40,9.79,0.00,-0.08,-0.17,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13307.00,25.24,27.00,101483.19,0.94,-0.06,0.32,9.61,-2.31,-0.31,0.00,-8.88,-17.75,-51.25,0.06,-0.12,-0.31,-0.05,0.40,9.79,0.00,-0.10,-0.14,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13342.00,25.24,27.00,101481.42,1.08,-0.06,0.32,9.59,-2.31,-0.31,0.00,-8.88,-17.75,-51.25,0.06,-0.19,0.12,-0.05,0.40,9.79,0.00,-0.08,-0.20,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13380.00,25.24,27.00,101494.39,0.00,-0.05,0.31,9.62,-2.31,-0.31,0.00,-9.25,-18.88,-49.69,0.12,-0.12,-0.62,-0.05,0.39,9.79,0.00,-0.09,-0.21,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
13420.00,25.24,27.00,101493.56,0.08,-0.04,0.31,9.61,-2.31,-0.31,0.00,-9.56,-17.75,-48.88,0.12,-0.12,-0.38,-0.05,0.39,9.79,0.00,-0.09,-0.22,0.02,0.00,0.00,1.00,1.00,0.00,0.00,0.00,
